2G_1D2D_MEAN,2G_1D2D_SD,2G_1Dur_MEAN,2G_1Dur_SD,2G_1KeyLat_MEAN,2G_1KeyLat_SD,2G_2Dur_MEAN,2G_2Dur_SD,2G_Dur_MEAN,2G_Dur_SD,2G_NumEvents_MEAN,2G_NumEvents_SD,3G_1D2D_MEAN,3G_1D2D_SD,3G_1Dur_MEAN,3G_1Dur_SD,3G_1KeyLat_MEAN,3G_1KeyLat_SD,3G_2D2D_MEAN,3G_2D2D_SD,3G_2Dur_MEAN,3G_2Dur_SD,3G_2KeyLat_MEAN,3G_2KeyLat_SD,3G_3Dur_MEAN,3G_3Dur_SD,3G_Dur_MEAN,3G_Dur_SD,3G_NumEvents_MEAN,3G_NumEvents_SD,Mouse_Presses_Dur_MEAN,Mouse_Presses_Dur_SD,Mouse_Movement_Dur_MEAN,Mouse_Movement_Dur_SD,Mouse_Movement_X_MEAN,Mouse_Movement_X_SD,Mouse_Movement_Y_MEAN,Mouse_Movement_Y_SD,Attempts
1416.64,3659.5786,122.52,71.269135,1307.8,3661.3018,97.78,30.583189,1517.66,3672.224,4.28,1.1668762,385.65216,728.06714,164.17392,137.35123,296.08694,733.79785,1145.4348,2706.8008,89.434784,22.155235,1107.2609,2696.9905,97.347824,38.29702,1634.6957,3014.6213,6.347826,0.9140781,87.666664,15.121059,10642.188,54271.484,29.797077,48.82693,21.103895,45.499218,24
489.30612,1081.7697,212.55103,173.32263,332.4694,1099.0999,80.938774,13.219356,591.95917,1074.5815,4.142857,0.6998542,423.8095,670.5848,95.09524,85.950096,652.5238,1506.3141,553.7619,1404.8746,79.28571,8.077852,471.85715,1395.2117,81.2381,11.935959,1058.8096,1543.6456,6.142857,0.63887656,185.82692,275.65414,3763.573,25118.39,60.858425,113.622406,34.257526,61.45417,19
683.6786,1029.9802,115.92857,93.65778,591.9643,1038.7253,101.64286,33.227802,796.75,1035.4359,4,0,559.05554,606.8426,89.44444,19.855652,469.6111,612.41486,617.1111,1177.5901,88.666664,24.21432,528.44446,1191.8126,93.333336,31.367004,1269.5,1492.6947,6,0,114.2,30.818176,10403.151,34514.72,26.674486,48.326073,25.970675,63.312336,47
2086.6956,11273.092,154.5,87.017426,1972.6305,11272.693,104.152176,26.054264,2202.3696,11272.899,4.2173915,0.4124709,282.5238,407.437,121.52381,22.353477,199.42857,392.04367,142.85715,66.520515,115.666664,28.943844,119.71429,244.98595,112.190475,24.157457,537.5714,421.85303,6.428571,1.0942024,322.56,623.0774,2622.993,6044.5464,33.07296,66.97726,19.291845,39.245167,9
644.5172,1016.2103,119.344826,26.994604,533.10345,1015.9796,114.27586,25.109274,758.7931,1026.0076,4.3448277,0.7083668,582.4,1087.0519,138,62.374676,531.9,1077.1595,299.25,316.17413,117.65,26.482588,201.1,301.5586,109.05,20.623955,990.7,1286.5419,6.15,0.4769696,419,748.7757,24861.682,51207.96,55.615383,84.50083,25.435898,35.7687,2
377.4074,555.222,102.42593,75.69545,285.48148,559.3989,83.68519,27.097784,463.07407,559.34607,4.240741,0.6648638,467.64865,1204.4329,107,78.94199,399.51352,1201.5851,205.16216,141.43082,91.02702,36.893925,317.6757,1099.6082,86.75676,28.542435,759.56757,1209.9376,6.3783784,1.9500715,394.5263,366.65277,127051.62,708628,48.606636,73.85941,23.734596,39.326153,5
491.6,652.8365,152.8,69.98828,365.73334,631.65796,130.83333,35.320515,632.8333,656.70953,4.2,0.47609526,391.86365,414.83612,156.77272,70.37622,287.9091,400.11398,425.45456,479.55478,128.54546,38.29874,316.18182,463.67007,128.59091,34.00222,945.9091,792.20355,6.090909,0.28747976,104.666664,6.5996633,6795.2,11501.118,40.74359,52.63552,15.923077,27.91414,1
551,684.8475,80.48649,29.646225,473.72974,684.7248,74.97298,33.872166,625.97296,685.7019,4.324324,0.65981376,515.05,687.8488,81.35,26.393702,465.7,664.0758,434.7,547.7347,74.5,19.787622,424.2,542.55585,69.1,8.330066,1018.85,880.4477,6.15,0.35707143,4.6666665,1.3743685,6171.5454,12088.453,38.438595,63.984657,17.526316,30.220304,2
647.575,1129.1376,127.075,70.94448,533.325,1131.9325,106.75,38.910633,757.125,1124.5558,4.1,0.37416577,541.7931,672.58704,118.86207,76.14946,731.069,1300.8403,600.4828,1273.7223,107.51724,35.313004,562.4483,1420.76,109.034485,40.367695,1251.3103,1467.415,6.0689654,0.2533955,257.79166,231.33525,1572.8052,2948.4604,32.422653,79.35765,13.947514,25.974066,17
560.86957,701.9203,151.43478,132.00883,444.78262,687.14575,104.565216,25.598618,675.6087,703.05035,4.173913,0.3790347,346.08334,355.33466,110.833336,40.25509,261.25,328.33063,243.91667,272.17868,94.666664,14.383633,235.16667,374.40237,98.833336,19.539846,688.8333,441.15735,6.1666665,0.37267798,83.875,13.986042,4402.0938,13819.455,31.402367,77.75353,20.136095,32.86045,3
260.66666,281.41245,116.47222,64.35771,159.88889,279.82443,99.52778,15.525045,363.30554,278.04556,4.1944447,0.39577243,242.10345,270.5438,116.24138,68.55184,220.10345,304.1579,335.68967,341.3119,100.06896,15.598257,274.7586,423.38773,97.17242,15.106676,674.9655,455.73285,6.137931,0.3448276,0.8,1.1661904,3921.6365,8791.239,22.40678,55.593903,20.16949,46.53089,1
247.59091,201.88535,108.181816,102.273094,148.04546,206.9722,78.40909,12.897001,328.54544,204.20639,4.2272725,0.41907027,187,214.34113,92.411766,25.130388,127.94118,209.6368,223.47058,198.36214,87.411766,23.379375,165.23529,204.54355,78.52941,13.007318,489,315.39572,6.2941175,0.45564517,57.5,9.420722,2579.578,8171.135,48.477386,70.78794,23.361809,44.815548,2
1438.7916,4536.2153,82.166664,20.618896,1362.625,4532.4204,81.416664,30.174376,1520.2084,4530.028,4.375,0.7534642,849.05884,2186.321,107.94118,88.16794,920.4706,2201.3958,378.2353,603.33136,83.52941,22.384653,836.8823,2057.078,88.17647,27.435991,1318.2941,2170.6128,6.470588,1.0356951,79.5,20.512192,8917.444,8764.741,35,65.97921,28.16279,47.855854,1
465.96,475.9176,116,71.111176,358.88,489.62183,89.88,20.459364,558.08,481.4802,4.04,0.19595917,448.5,415.72928,101.42857,20.59027,347.07144,422.61963,485.07144,479.56018,82.78571,17.797186,402.2857,484.35443,83.5,16.426243,1017.0714,544.2709,6.071429,0.2575394,107.333336,15.326085,8130.6,14316.352,37.61111,72.74395,13.833333,24.681864,1
1210.4166,2012.9332,87.25,24.18376,1130.3334,2016.2084,179.5,310.4063,1389.9166,2254.0256,4.6666665,1.433721,250.5,287.86557,100.666664,26.52462,183.16667,257.64795,288.66666,150.4124,85,22.597935,227.66667,139.5656,77.333336,10.274024,616.5,371.03223,6.1666665,0.372678,36.5,10.5,6354.1,7516.0317,63.555557,105.67817,32.148148,41.367104,1
1416.3455,5593.5015,118.30909,51.98073,1304.6364,5588.6563,111.472725,30.876207,1527.8182,5600.914,4.163636,0.4162009,1885.875,7211.1294,122.9375,71.81875,1815.9063,7196.6123,671.15625,1264.9667,102.75,22.769222,1961.5313,7170.275,115.40625,34.2827,2674.9375,7329.4746,6.1875,0.4635124,179.25,301.53058,7081.1377,21735.91,31.918919,60.329304,17.293436,35.965416,5
2771.0806,12410.738,114.145164,105.47616,2669.2097,12415.36,81.548386,11.426733,2859.5806,12408.553,4.33871,2.5205193,460.93024,587.81824,102.139534,81.75847,378.39536,586.9954,3754.628,14789.731,82.18604,8.408898,3679.9302,14790.105,81.51163,9.660208,4299.628,14932.814,6.4883723,3.014477,117.75,8.795983,1577.7472,2853.4258,32.162964,63.996964,23.524445,40.592003,53
803.32074,1897.3035,98.9434,98.02722,713.9245,1902.3624,78.471695,17.300457,886.84906,1896.7888,4.09434,0.35096383,713.6053,1902.6979,78.18421,19.440672,635.4211,1903.2437,372.21054,446.2368,77.68421,13.373391,417.6842,700.46344,79.23684,18.932615,1165.0526,1910.252,6.105263,0.3831636,358.05,401.55295,2189.9102,5973.1685,60.532494,95.387085,33.232704,58.617218,5
616.2917,575.66016,143.58333,160.93813,495.16666,588.83124,91.958336,21.839336,718.9167,577.33496,4,0,593.94116,621.5554,85,15.119135,508.94116,612.4417,602.7647,629.018,84.29412,15.581907,518.4706,621.9651,91.882355,21.573084,1288.5883,978.42584,6,0,91.666664,12.154102,2187.4595,9649.491,19.103825,22.609188,17.262295,42.068092,2
351.66666,183.86469,192,156.28392,189,228.17099,87.333336,8.498365,439,185.24039,4,0,589,0,79,0,510,0,141,0,84,0,57,0,79,0,809,0,6,0,52,18.466185,9163.683,40262.99,57.909092,103.139626,42.757576,64.61296,1
811.73334,1321.0894,170.46666,134.20773,667.43335,1327.3136,125.833336,21.012827,951.06665,1324.2827,4.133333,0.33993465,767.0417,1392.2399,156.66667,103.956985,655.875,1385.2682,820.5833,1430.5775,128.16667,19.861324,761.875,1444.3619,123.958336,17.546316,1711.5834,2255.5706,6.1666665,0.37267798,87.5,2.5,5155.4443,10479.224,22.854166,55.124104,13.270833,37.305458,1
1352.7676,8322.583,105.29386,68.34116,1258.8992,8321.39,85.86842,25.808172,1441.057,8321.061,4.5482454,4.0341015,5094.2344,45056.92,94.71724,33.914646,5043.09,45049.88,424.51724,595.1917,89.57241,30.107565,1263.3173,8742.681,83.22069,23.038939,5601.9727,45034.297,6.4965515,2.0413804,223.08333,426.2332,7562.8286,35292.26,32.66863,64.16933,20.734167,36.866436,34
180,0,259,0,0,0,95,0,275,0,4,0,1027,0,94,0,933,0,180,0,259,0,0,0,95,0,1302,0,6,0,4.6,1.6248076,3863.5,5551.1924,20.925,53.233166,14.55,24.717352,11
600.9091,802.15,184.54546,122.63869,443.18182,808.5977,138,85.81587,743.2727,799.3717,4.2727275,0.86243933,622.6667,811.75006,155.83333,107.67609,466.83334,826.7447,239,136.25833,157.16667,107.86785,81.833336,62.076344,155.5,109.848,1017.1667,883.8986,6,0,523.5714,477.0983,1557.0476,5178.6753,25.815218,63.24811,13.641304,40.351055,8
240.4,411.43973,109.8,61.419,150.06667,419.0797,72.13333,5.018189,313.6,413.03394,4.0666666,0.24944383,124.5,28.991379,76.125,4.9607835,48.375,31.052124,130.75,29.477745,72.75,4.4651427,58,31.444395,71,4.41588,326.25,29.873692,6,0,232.63637,359.71204,974.2414,1414.4629,54.21525,102.33833,26.304934,42.480984,6
750.9167,1224.7657,101.333336,62.4691,676,1216.0343,90.416664,17.853376,855.6667,1214.5958,4.1666665,0.37267798,166,45.63442,82.25,7.6607766,83.75,38.886856,113.25,29.802475,78.75,3.8971143,38.25,26.385365,85.75,8.2272415,365,23.505318,6,0,15.916667,34.9439,4289.952,6718.8506,31.635593,49.629086,22.101694,43.69975,3
334.16666,220.8268,104.583336,61.23786,246,219.376,81.333336,17.89941,423.83334,220.19264,4.0833335,0.2763854,388.83334,266.28955,88.166664,16.687487,300.66666,263.6005,325.33334,151.16621,85.666664,16.599865,239.66667,152.93645,86,16.542873,800.1667,355.91077,6,0,472.66666,412.47333,6074.75,6225.747,24.961538,36.54763,7.1153846,9.4719305,2
1103.6207,3787.0737,128.93103,138.51328,987.4138,3793.0261,125.37931,118.823654,1230,3785.9707,4.2413793,1.1034486,1957.6154,5518.118,97.15385,7.7245483,1860.4615,5520.1196,1861,5536.387,87.92308,14.922681,2783.1538,6211.145,92.92308,22.73412,3911.5386,7472.1367,7,2.1483445,217.3,427.65515,1924.9474,4770.462,39.037056,82.94568,14.917212,33.046577,81
593.2857,942.6544,468.2857,806.78845,456.2857,935.54694,110.28571,31.422077,990.4286,1104.5021,4,0,301.33334,115.06905,106,4.2426405,195.33333,110.82819,133.33333,58.54533,103.666664,13.072448,37.666668,53.26871,93,13.928389,527.6667,170.083,6,0,104,13.9523,5330.1,11841.506,25.637682,41.967888,18.666666,45.33152,1
383.92593,736.4311,110.77778,69.100746,287.85184,737.7669,99.77778,26.532066,484.5926,737.62695,4.4074073,0.9910437,293.0909,490.1585,122.27273,76.562614,201.27272,500.31375,141.09091,38.0895,99.72727,23.29296,146.90909,328.81204,93.63636,14.561922,527.8182,499.9531,6.181818,0.38569462,187.73334,288.1747,3446.0698,8766.19,34.983757,80.483215,22.466358,45.7155,8
597.8182,1406.9117,87.72727,29.936571,522.8182,1406.4178,87.36364,24.794695,685.1818,1408.47,4.090909,0.28747976,196.33333,69.19698,80.166664,16.526915,116.166664,55.9536,138.16667,23.390999,70,9.983319,68.166664,18.649546,77.5,13.768927,412,83.29666,6,0,382.5,493.77618,8387.1,14660.123,41.86842,61.86963,31.973684,55.312263,2
723.55554,1296.4902,89.22222,49.128574,639.6667,1294.2755,74.166664,11.141763,797.7222,1301.5842,4.388889,0.9509579,230.21428,127.0344,74.28571,13.40271,167.35715,112.82009,337.85715,390.47696,85.71429,52.004707,268.07144,391.77023,66.85714,8.096358,634.9286,493.12683,6.071429,0.25753942,5,0.8660254,3941,5343.444,45.68687,76.27232,20.383839,35.789425,3
543.8,695.9914,141.95,172.62053,451.7,703.6258,77.05,18.464764,659.2,683.71265,4.35,0.6538348,268.1111,299.766,176.77777,216.08578,241.22223,315.21802,407.1111,438.26337,73.22222,16.191753,316.22223,424.93683,81.22222,16.751637,765.1111,530.9956,6.3333335,0.6666667,138,3,5385.5713,12213.797,29.148148,86.12554,11.555555,34.13951,3
538.7368,1121.5398,108.052635,56.54013,459.21054,1112.8376,89.36842,12.402082,643.1053,1118.4574,4.2105265,0.40768245,269.625,253.22911,112,65.98485,784.375,1510.5508,800.125,1596.2726,91,12.639225,687.625,1532.934,82.375,5.7432027,1152.125,1527.4406,6,0,1,0.6324555,5354.5713,6540.754,35.951218,69.58727,19.390244,37.079266,1
219,136.12128,169.7,134.33618,88.9,142.7035,83.8,11.7541485,311.4,132.70961,4.2,0.4,273.4,164.78302,85.8,18.573097,226,135.10292,334.4,261.26584,148,127.15031,227.8,279.13968,86.2,10.609429,698.8,357.46576,6.2,0.39999998,79.666664,17.820087,3476.875,7834.366,38.17105,55.93615,25.144737,53.07806,1
372.84616,465.3156,108.53846,56.187347,307.46155,449.85886,112.92308,69.169205,485.76923,466.4301,4.3846154,0.8355986,319.14285,346.50684,157.57143,182.79253,338.57144,419.99622,472.85715,489.76797,90,28.829548,389.57144,487.46338,91.14286,37.847168,888.8571,559.2519,6.285714,0.6998542,101,17.14643,4422.25,7260.7075,66.617645,97.80173,42.35294,62.028873,1
481.13635,636.5304,281.72726,320.73627,281.72726,644.02106,133.72728,136.61798,663.9545,648.0234,4.090909,0.28747976,586.0909,867.3091,96.27273,22.381367,557.4545,844.22565,321.0909,251.05939,100.36364,25.563726,221.63637,236.40808,94.545456,20.114958,1001.7273,877.3649,6,0,235.88889,232.55177,2918.2856,8975.58,36.85128,57.40208,16.241026,32.31159,9
792.61536,794.1044,200.84616,247.09943,604.53845,834.3691,104.23077,20.677576,899.8461,796.0675,4.076923,0.26646936,633.6,794.77356,189.1,260.28616,648.5,899.5974,706.3,543.074,186.8,260.84625,529.9,561.2385,104.5,22.593142,1448.3,904.9705,6,0,102.5,9.5,3818.25,6088.4253,45.27778,75.59234,40.5,58.17431,1
360.93332,387.05804,109.066666,66.2052,276.93332,379.2511,93.46667,25.458113,462.13333,387.80026,4.3333335,0.7888106,354.8,276.9768,144.3,155.65028,414,454.64578,397.9,452.02728,96.6,29.323029,329.3,436.69693,86.6,23.913176,844.4,409.55737,6.3,0.64031243,102.5,127.24091,2431.8462,4079.8008,36.508198,65.60253,27.557377,53.319187,1
382.3158,487.59756,90.31579,20.905937,294.4737,482.29147,98.73684,30.164186,481.05264,479.38214,4.263158,0.5469634,308.08334,471.1794,151,146.56966,211.58333,476.9447,426.66666,436.76355,92.25,22.132648,424.16666,487.44998,89.583336,20.10165,832.3333,581.1422,6.3333335,0.62360954,110,36.464596,7254.091,11009.017,30.174603,56.650013,24,35.589367,2
2989.8518,12553.731,94.14815,8.208865,2895.7036,12554.07,93.37037,5.882479,3083.2222,12553.047,4.296296,1.1805465,559.2632,1134.7512,121.47369,109.38073,456.89474,1131.9624,3766.6316,14854.972,92.73684,5.756846,3860.3684,14832.764,94.31579,6.15632,4423.6313,14811.391,6.4210525,1.3885162,113.75,5.4486237,10014.182,15896.852,35.021137,63.851933,27.837137,66.6815,1
748.9,1011.2387,82.2,16.079802,666.7,1008.08673,82.8,10.824047,831.7,1006.6341,4.2,0.6,225.42857,108.19408,76.28571,13.370696,149.14285,110.7809,643.7143,1001.4802,86.28571,10.950725,557.4286,1004.23145,78,8.211491,947.1429,959.58075,6,0,348,377.9226,1049.0555,2684.1926,58.690647,102.35318,31.014389,55.132534,1
275.42856,226.87872,91.5,21.476732,189.42857,228.58812,82.64286,18.04996,358.07144,225.60727,4.285714,0.45175397,427.36365,315.9673,123.818184,139.9213,353.63635,312.73465,271.0909,241.45822,99.63636,30.790413,224.63637,251.74275,84.63636,23.093773,783.0909,383.48178,6.090909,0.28747976,112.333336,28.546259,11563.333,17027.875,43.615383,56.293922,37.115383,49.15699,2
193.73334,212.2657,78.933334,34.182777,122.066666,213.50612,68.73333,15.485333,262.46667,212.95943,4.0666666,0.2494438,201.76923,226.54161,73.15385,25.639053,140.3077,223.57632,207.38461,224.92271,66.53846,13.379751,151.92308,221.8407,64.69231,12.015276,473.84616,328.0595,6.076923,0.26646936,4.25,1.7853571,7745.364,16163.911,43.69355,64.92939,18.532259,30.692396,2
309.52942,296.41647,165.76471,170.92534,179.29411,315.7631,76.82353,16.765635,395.94116,299.50906,4.117647,0.32218975,201.90909,154.1814,75.27273,17.024532,167.09091,148.30034,346.45456,349.87592,73.454544,18.661404,313.45456,359.21564,68.72727,12.9058895,617.0909,350.4632,6.181818,0.38569462,502.5625,793.291,20457.488,82417.96,54.92262,95.11136,40.16369,71.20262,3
418.6111,686.7334,129.44444,90.72928,309.72223,697.7556,89.833336,16.997547,515,681.0958,4.0555553,0.22906141,331.53845,560.70953,91,11.967906,254.3077,564.5476,514.38464,786.3478,91.46154,11.87509,433,815.31287,89.38461,12.7130375,935.3077,905.6356,6.076923,0.26646936,65.388885,211.68874,2548.4558,6216.3857,26.796577,50.91694,16.538023,31.339447,5
325.94116,543.90796,231.43137,438.05698,174.13725,520.56366,95.54902,18.500996,486.58823,639.6002,4.1764708,0.5128117,327.45715,600.4989,99.942856,17.540066,246.28572,588.77954,171.65715,86.03387,120.11429,129.20477,228.14285,591.9847,92.71429,17.622343,599.3714,634.4639,6.142857,0.34992713,334.92307,486.51608,5801.25,10148.15,51.66514,96.645676,23.334862,42.606205,1
698.5806,1682.0353,76.58064,22.628523,622,1680.8898,78.16129,22.910904,776.74194,1669.4932,4,0,674.37036,1798.6316,76.18519,14.256999,598.1852,1796.9623,735.8148,1793.8387,77.14815,24.056576,658.6667,1792.6007,77.96296,23.70729,1488.1482,2600.14,6,0,102.5,14.5,7397.625,18656.766,30.545454,66.641556,30.90909,51.377613,1
250.14285,173.59923,213.35715,329.73444,107.5,100.60584,82.21429,19.483248,382.35715,275.13492,4.071429,0.25753942,194.66667,107.886765,88.166664,27.321644,141.33333,94.94326,200.33333,71.12352,79,23.762716,147,91.885796,74.166664,5.639642,469.16666,115.50962,6.1666665,0.372678,213.2,360.92627,4643.1665,15669.815,34.662163,68.71668,19.932432,42.21065,2
890.6857,2366.134,126.97143,103.41664,784.82855,2374.7053,106.28571,31.624197,1001.3143,2362.9448,4.2285714,0.7205439,857.0909,2531.8042,116.13636,68.67466,844.9545,2524.4614,249.81818,253.7163,100.454544,24.287533,185.22728,316.91364,97.63636,16.551697,1204.5454,2514.674,6.090909,0.28747976,478.3,786.10236,5149.036,34139.195,24.816023,42.045166,12.142433,35.223026,1
175.64285,86.989006,104.5,108.69601,79.85714,55.841434,81.85714,19.033268,257.5,91.57257,4,0,184.8,39.491264,79.6,23.187065,105.2,48.057884,157.6,68.10756,79.6,24.282505,81.8,58.376026,78,18.708286,420.4,67.21786,6,0,861,747,3980,8037.6484,48.303032,76.92991,24.212122,51.436783,2
247.66667,207.35289,119.888885,53.91649,143.16667,208.16212,102.166664,18.288582,351.8889,208.67622,4.1666665,0.37267795,234.42857,166.57417,110.28571,23.374067,153.21428,154.16881,195.42857,106.11632,105.78571,23.412994,115.85714,110.2859,97.35714,15.5683155,527.2143,196.02704,6.214286,0.41032594,62,11.224972,15185.25,32714.281,33.375,55.716778,22.6875,32.2969,1
184.33333,119.23545,90.13333,28.352228,104.03333,118.92673,89.36667,53.4668,276.6,157.73177,4.1,0.3,252.33333,237.18222,86.458336,26.510971,199,230.20879,205.08333,122.06554,83.333336,21.431414,153.66667,143.32355,91.25,58.266808,548.6667,257.59637,6.125,0.3307189,695.5,907.6402,15009.9375,32850.14,49.97959,68.979004,24.489796,39.980675,1
266.72223,369.84875,76.5,31.411694,194.61111,374.09363,68.333336,10.83205,335.05554,370.081,4.111111,0.31426966,288.53333,401.56573,69.73333,14.271027,245.46666,395.7654,292.2,399.89435,67.333336,11.469768,239.66667,401.0308,65.73333,8.683061,646.4667,614.85846,6.0666666,0.24944381,16,10,6128.4287,6162.858,26.764706,39.617577,14.90196,33.247295,1
317.88,326.90857,95.48,28.367756,228.76,326.21198,90.28,10.15291,408.8,325.571,4.12,0.32496154,363.11765,507.22217,91,8.629634,320.64706,501.87402,255.47058,324.0463,91,10.226839,179,320.90057,92.47059,7.5468554,711.05884,541.5879,6.0588236,0.23529413,1,1,30542,4964,53.703705,71.28961,21.185184,29.953096,1
366.81818,442.08316,85.181816,15.218519,281.63635,440.825,89.63636,16.953266,456.45456,446.63904,4,0,255.05556,219.65314,82.388885,14.449679,172.66667,224.67036,357.27777,447.78253,87.888885,14.628317,269.3889,444.11813,88.833336,17.250605,701.1667,466.12268,6,0,118,24.730547,2828.4,7129.441,34.292034,44.96324,17.150442,36.01457,2
347.66666,350.3411,253.66667,555.85925,170.27777,172.06969,75.05556,17.871368,484.83334,509.2197,4.0555553,0.22906141,363.25,244.12364,79.666664,22.997583,299.58334,242.71089,278.08334,176.90369,80.833336,21.89305,213.33333,179.43956,77.25,17.640507,718.5833,291.33185,6.0833335,0.2763854,257,198.12622,5318,12521.594,41.744186,94.97297,26.767443,59.157986,1
390.18182,854.8898,112.242424,64.587746,292.54544,855.73584,94.90909,24.9513,485.81818,856.68713,4.121212,0.32637358,204.86957,216.33777,110.652176,69.08005,147.04347,219.37471,391.65216,999.94147,93.608696,18.220243,316.30435,996.88995,91.86957,16.803997,689.7826,1007.0046,6.130435,0.33678117,348.57144,589.118,1625.5385,3222.576,21.845238,37.896534,7.5992064,21.56299,1
322.7143,366.82407,87.35714,51.01905,240.42857,376.28366,75,9.942693,397.7143,366.15518,4,0,348.16666,390.28342,72.583336,8.210342,275.58334,395.46375,340,393.47363,73.583336,8.674275,266.41666,399.08633,73.583336,8.674275,761.75,537.30237,6,0,445.5,333.5,1471.125,5437.061,46.996212,85.58439,18.90909,41.785633,1
212.41379,288.92676,98.72414,73.66696,128.10345,291.87518,80.37931,37.08556,299.13794,298.59515,4.275862,0.78329754,175.05882,120.77468,89,43.55524,114.29412,129.78569,154.41176,85.26227,111.70588,91.78092,80,94.0025,82.76471,44.348263,423.05884,166.72008,6.0588236,0.23529415,111.833336,23.849646,3530.9092,8034.442,31.871796,52.872456,42.615383,91.08115,1
215.23077,167.33621,129.76923,65.21698,108.30769,170.65999,103.92308,23.946934,322,168.34032,4.230769,0.42132503,240.9,191.186,112.1,33.371994,183.3,173.58633,241.5,181.84677,104.9,25.47332,187.9,183.80559,95.4,13.705474,577.8,299.34555,6.3,0.45825756,57,43.366653,2710.2,4777.805,24.227272,31.982141,18.477272,32.98173,1
185.26666,150.58905,92.933334,42.69265,99.5,155.30803,81.03333,21.706348,266.6,145.54074,4.0666666,0.24944381,211.33333,165.92207,84.083336,24.879572,146.625,165.81961,202.375,162.8475,82.25,23.432972,135.66667,171.98949,78.25,20.565445,491.95834,219.93263,6.0833335,0.2763854,84,1,4476,7402.7847,46.25,76.38381,34.75,65.50868,3
293.42856,324.91342,76.457146,30.629906,219.71428,322.189,69.42857,9.442414,363.08572,325.5895,4.0571427,0.23211543,231.7,228.36903,71.4,15.344053,165.36667,225.38374,190.9,129.59999,73.933334,30.61256,132.4,144.40558,67.9,9.724025,490.76666,248.19023,6.0666666,0.24944378,417,1011.23193,5304.952,8045.0054,41.904762,70.22867,18.866667,39.375862,2
131.75,73.8457,99,65.172844,56,60.102688,69.666664,16.05373,208.91667,82.36854,4,0,181.5,41.322914,76,15.790292,105.5,45.966473,178.66667,44.846653,80.166664,12.361455,98.5,51.970345,78.833336,13.643273,439,48.72713,6,0,551.7778,1168.9536,12247.82,47421.855,63.761364,112.40977,30.477272,59.8046,1
260.125,237.84102,117.041664,84.15386,160.95833,239.22539,94.75,11.08396,360.70834,240.27666,4.125,0.3307189,174.94444,115.585205,93.55556,13.821168,137.33333,157.33405,278.05554,270.58218,92,13.341664,199.33333,273.46744,93.55556,10.62608,546.55554,276.68658,6.0555553,0.22906141,318,907.1166,2261.3333,4900.845,21.825352,48.77992,15.476056,29.132095,19
233.17567,311.09146,141.7973,145.04042,138.54054,299.55188,126.91892,156.12598,360.0946,337.12296,4.3783784,0.74801904,255.31708,367.21048,111.48781,77.24846,196.2439,343.40952,175.07317,147.63211,88.31707,27.248127,120.70731,149.56248,88.92683,28.754122,520.29266,388.19534,6.243902,0.4829022,246.1954,488.2253,1333.1963,4306.403,29.303152,61.513393,14.568746,32.150684,12
407.29507,631.49146,147.14754,169.97298,290.88525,625.1899,102.16393,26.270458,522.4262,644.928,4.2622952,0.43988237,240.5,257.6788,116.67647,63.934124,223.05882,240.00046,240.82353,256.24557,97.52941,26.024012,193.79411,379.75287,98.05882,21.399479,579.3823,432.3868,6.0882354,0.28363684,547.5769,1624.4712,3906.8196,12252.903,38.511005,76.80747,18.685535,42.137882,9
593.8904,1595.1584,95.945206,49.17704,500.32877,1591.8982,112.65753,238.38625,706.65753,1642.5425,4.4246573,1.9718407,350.14517,415.82333,96.30645,51.577553,264.5645,410.4082,499.4516,1614.0823,88.03226,20.433977,489.08066,1648.3119,117.77419,258.2234,967.371,1691.6797,6.483871,2.1307423,168.88235,145.1125,4482.346,7417.3105,35.814945,57.445877,18.658363,42.4691,6
487.92538,663.79913,142.79105,223.77913,374.44775,664.8515,104.522385,226.67555,609.8358,738.9037,4.2089553,0.50482196,445.07843,740.0421,108.94118,144.38164,381.80392,733.9884,350.64706,441.6264,77.5098,17.558165,306.4902,457.1147,110.196075,259.12085,905.9216,905.31274,6.1764708,0.38121992,336.35,437.96533,4121.857,14360.268,37.11006,76.34063,16.915094,39.291073,6
1594.4242,5591.06,129.45454,73.94883,1482.9395,5589.1396,118.09091,34.179882,1713,5598.335,4.090909,0.28747976,483.66666,1099.7623,125.666664,85.59335,399.91666,1098.8584,2094.3333,6485.273,116.333336,28.720879,2001.0834,6478.8057,113.666664,28.733932,2693.3333,6725.0176,6.0833335,0.2763854,678.1111,1088.4177,7668.294,26020.256,28.144144,41.229607,16.536036,34.38699,2
610.1,1700.782,82.25,15.299918,527.85,1701.1019,86.6,17.367786,696.7,1700.7844,4.05,0.21794495,644.8421,1742.099,85.89474,18.47016,558.9474,1743.1461,627.7368,1742.9362,83.73684,18.055008,560.3684,1741.9133,85.68421,17.83566,1358.2632,2423.6565,6.0526314,0.22329688,195,265.8316,1833.772,5217.9126,64.5,101.19226,34.12559,58.020344,2
325.36365,280.638,131.90909,71.60048,223.81818,283.90326,99.63636,14.511892,426,270.9797,4,0,312.42856,184.30089,92.14286,8.919138,220.28572,189.57526,359.42856,288.73953,96.71429,6.249898,262.7143,284.4522,93.71429,10.16597,765.5714,320.06064,6,0,65.64286,23.032919,5973.595,29827.025,61.393616,90.344215,50.26064,96.734795,2
